date,open,close,high,low,volume,code
2014-12-17,8.477,8.338,8.517,8.219,100202.0,002237
2014-12-18,8.313,8.358,8.477,8.244,79861.0,002237
2014-12-19,8.303,8.373,8.467,8.149,96145.0,002237
2014-12-22,8.323,8.259,8.581,8.085,127822.0,002237
2014-12-23,8.085,7.762,8.085,7.702,99423.0,002237
2014-12-24,7.792,7.881,7.901,7.702,68785.0,002237
2014-12-25,7.881,7.97,7.985,7.812,53663.0,002237
2014-12-26,7.98,8.07,8.114,7.956,70217.0,002237
2014-12-29,8.134,8.124,8.432,8.035,76629.0,002237
2014-12-30,8.085,7.831,8.085,7.797,63625.0,002237
2014-12-31,7.946,8.05,8.134,7.926,72193.0,002237
2015-01-05,7.985,8.487,8.571,7.951,184851.0,002237
2015-01-06,8.472,8.403,8.581,8.204,125184.0,002237
2015-01-07,8.492,8.79,9.187,8.482,253326.0,002237
2015-01-08,8.621,8.606,8.765,8.547,127281.0,002237
2015-01-09,8.606,8.537,8.82,8.532,99971.0,002237
2015-01-12,8.676,8.671,8.81,8.457,98890.0,002237
2015-01-13,8.765,8.596,8.899,8.591,116722.0,002237
2015-01-14,8.556,8.348,8.556,8.244,87030.0,002237
2015-01-15,8.353,8.398,8.437,8.254,48819.0,002237
2015-01-16,8.939,8.705,9.008,8.606,138893.0,002237
2015-02-02,8.442,8.542,8.874,8.393,118901.0,002237
2015-02-03,8.581,8.993,8.993,8.432,131736.0,002237
2015-02-04,8.879,8.785,8.989,8.765,92043.0,002237
2015-02-05,8.989,8.656,9.023,8.641,80756.0,002237
2015-02-06,8.606,9.137,9.416,8.492,238458.0,002237
2015-02-09,9.088,9.291,9.326,8.755,162574.0,002237
2015-02-10,9.202,9.018,9.227,8.864,122749.0,002237
2015-02-11,8.964,9.088,9.152,8.939,73717.0,002237
2015-02-12,9.038,8.825,9.078,8.78,92286.0,002237
2015-02-13,8.879,8.949,9.123,8.83,99215.0,002237
2015-02-16,8.944,8.894,9.013,8.869,92495.0,002237
2015-02-17,8.894,8.929,9.008,8.894,58639.0,002237
2015-02-25,8.874,8.715,8.874,8.626,83060.0,002237
2015-02-26,8.725,8.919,8.929,8.626,71232.0,002237
2015-02-27,8.889,9.237,9.286,8.815,147042.0,002237
2015-03-02,9.237,9.331,9.426,9.142,199280.0,002237
2015-03-03,9.192,9.103,9.262,9.103,98327.0,002237
2015-03-04,9.083,9.257,9.286,8.954,75532.0,002237
2015-03-05,9.247,9.321,9.485,9.202,94562.0,002237
2015-03-06,9.426,9.291,9.475,9.172,93651.0,002237
2015-03-09,9.137,9.843,10.007,9.043,206382.0,002237
2015-03-10,9.684,9.684,9.887,9.599,167215.0,002237
2015-03-11,9.733,9.579,9.818,9.416,88346.0,002237
2015-03-12,9.679,9.485,9.753,9.336,99150.0,002237
2015-03-13,9.485,9.748,9.793,9.485,92800.0,002237
2015-03-16,9.798,9.887,9.952,9.768,114474.0,002237
2015-03-17,9.972,9.922,10.121,9.833,132977.0,002237
2015-03-18,9.922,10.22,10.255,9.833,170880.0,002237
2015-03-19,10.379,10.389,10.876,10.27,286393.0,002237
2015-03-20,10.578,10.329,10.617,10.23,184893.0,002237
2015-03-23,10.553,10.776,11.054,10.528,325763.0,002237
2015-03-24,10.826,11.154,11.253,10.677,392526.0,002237
2015-03-25,11.169,11.149,11.303,10.945,244177.0,002237
2015-03-26,11.144,11.179,11.417,10.985,185173.0,002237
2015-03-27,11.308,11.511,11.745,11.298,242449.79,002237
2015-03-30,11.526,11.521,11.566,11.323,160293.0,002237
2015-03-31,11.472,11.203,11.472,11.174,183983.0,002237
2015-04-01,11.248,11.854,11.859,11.169,226032.0,002237
2015-04-02,12.023,12.986,13.041,12.018,327925.0,002237
2015-04-03,12.986,13.532,13.582,12.768,285135.0,002237
